DrawId	Date	-	gch	mil	drt	-	rank1rst	rank2nd	rank3rd
20171122	22.11.2017	-	5	2	4	-	777.6	129.6	7.8
20171121	21.11.2017	-	1	5	0	-	583.3	97.2	5.8
20171120	20.11.2017	-	0	6	3	-	626.5	104.4	6.3
20171118	18.11.2017	-	3	2	2	-	757.2	252.4	7.6
20171117	17.11.2017	-	6	8	6	-	1179.7	393.2	11.8
20171116	16.11.2017	-	8	3	2	-	0.0	146.3	8.8
20171115	15.11.2017	-	0	5	7	-	553.3	92.2	5.5
20171114	14.11.2017	-	0	1	0	-	482.4	160.8	4.8
20171113	13.11.2017	-	8	6	2	-	567.4	94.6	5.7
20171111	11.11.2017	-	1	7	6	-	470.6	78.4	4.7
20171110	10.11.2017	-	7	6	1	-	0.0	143.4	8.6
20171109	09.11.2017	-	2	8	6	-	686.0	114.3	6.9
20171108	08.11.2017	-	5	8	0	-	0.0	146.7	8.8
20171107	07.11.2017	-	1	0	9	-	536.9	89.5	5.4
20171106	06.11.2017	-	5	2	3	-	690.6	115.1	6.9
20171104	04.11.2017	-	1	3	0	-	326.9	54.5	3.3
20171103	03.11.2017	-	5	1	7	-	378.3	63.1	3.8
20171102	02.11.2017	-	3	1	0	-	374.4	62.4	3.7
20171101	01.11.2017	-	5	1	9	-	701.8	117.0	7.0
20171031	31.10.2017	-	9	2	9	-	758.6	252.9	7.6
20171030	30.10.2017	-	0	3	1	-	409.3	68.2	4.1
20171028	28.10.2017	-	3	4	2	-	671.7	111.9	6.7
20171027	27.10.2017	-	3	2	9	-	680.4	113.4	6.8
20171026	26.10.2017	-	4	6	9	-	465.0	77.5	4.7
20171025	25.10.2017	-	7	3	2	-	870.0	145.0	8.7
20171024	24.10.2017	-	4	9	4	-	539.5	179.8	5.4
20171023	23.10.2017	-	4	5	9	-	451.7	75.3	4.5
20171021	21.10.2017	-	1	8	0	-	648.9	108.2	6.5
20171020	20.10.2017	-	3	4	8	-	801.0	133.5	8.0
20171019	19.10.2017	-	2	6	3	-	333.8	55.6	3.3
20171018	18.10.2017	-	2	3	6	-	489.2	81.5	4.9
20171017	17.10.2017	-	8	8	5	-	611.9	204.0	6.1
20171016	16.10.2017	-	7	4	7	-	817.7	272.6	8.2
20171014	14.10.2017	-	6	0	3	-	797.0	132.8	8.0
20171013	13.10.2017	-	1	3	7	-	290.2	48.4	2.9
20171012	12.10.2017	-	5	4	9	-	816.1	136.0	8.2
20171011	11.10.2017	-	3	2	0	-	495.9	82.6	5.0
20171010	10.10.2017	-	3	2	0	-	795.1	132.5	8.0
20171009	09.10.2017	-	6	7	7	-	789.0	263.0	7.9
20171007	07.10.2017	-	3	7	5	-	336.5	56.1	3.4
20171006	06.10.2017	-	1	1	3	-	518.8	172.9	5.2
20171005	05.10.2017	-	4	4	9	-	747.5	249.2	7.5
20171004	04.10.2017	-	7	8	2	-	591.5	98.6	5.9
20171003	03.10.2017	-	5	6	7	-	716.9	119.5	7.2
20171002	02.10.2017	-	7	5	5	-	511.0	170.3	5.1
20170930	30.09.2017	-	5	5	7	-	608.0	202.7	6.1
20170929	29.09.2017	-	6	4	9	-	395.2	65.9	4.0
20170928	28.09.2017	-	5	8	7	-	517.0	86.2	5.2
20170927	27.09.2017	-	8	5	9	-	542.5	90.4	5.4
20170926	26.09.2017	-	6	2	3	-	533.4	88.9	5.3
20170925	25.09.2017	-	0	1	1	-	369.9	123.3	3.7
20170923	23.09.2017	-	3	4	4	-	0.0	319.3	9.6
20170922	22.09.2017	-	0	1	7	-	654.5	109.1	6.5
20170921	21.09.2017	-	5	8	3	-	577.5	96.2	5.8
20170920	20.09.2017	-	5	8	4	-	0.0	154.5	9.3
20170919	19.09.2017	-	0	1	5	-	0.0	186.2	11.2
20170918	18.09.2017	-	7	5	3	-	403.9	67.3	4.0
20170916	16.09.2017	-	6	7	8	-	483.6	80.6	4.8
20170915	15.09.2017	-	2	9	5	-	594.3	99.1	5.9
20170914	14.09.2017	-	5	3	1	-	648.3	108.1	6.5
20170913	13.09.2017	-	5	8	8	-	682.2	227.4	6.8
20170912	12.09.2017	-	2	7	4	-	448.9	74.8	4.5
20170911	11.09.2017	-	0	2	4	-	759.9	126.7	7.6
20170909	09.09.2017	-	8	9	0	-	753.0	125.5	7.5
20170908	08.09.2017	-	9	4	6	-	626.7	104.4	6.3
20170907	07.09.2017	-	9	5	2	-	531.9	88.6	5.3
20170906	06.09.2017	-	1	7	0	-	576.6	96.1	5.8
20170905	05.09.2017	-	9	9	6	-	535.6	178.5	5.4
20170904	04.09.2017	-	1	6	8	-	374.3	62.4	3.7
20170902	02.09.2017	-	4	5	2	-	556.2	92.7	5.6
20170901	01.09.2017	-	5	1	4	-	498.6	83.1	5.0
20170831	31.08.2017	-	7	0	9	-	945.5	157.6	9.5
20170830	30.08.2017	-	8	7	2	-	418.7	69.8	4.2
20170829	29.08.2017	-	7	6	6	-	729.5	243.2	7.3
20170828	28.08.2017	-	9	9	2	-	750.5	250.2	7.5
20170826	26.08.2017	-	2	2	2	-	573.4	0.0	5.7
20170825	25.08.2017	-	1	3	6	-	402.6	67.1	4.0
20170824	24.08.2017	-	0	0	4	-	507.7	169.2	5.1
20170823	23.08.2017	-	2	8	2	-	566.0	188.7	5.7
20170822	22.08.2017	-	3	8	7	-	0.0	165.6	9.9
20170821	21.08.2017	-	7	3	9	-	755.6	125.9	7.6
20170819	19.08.2017	-	2	8	8	-	978.2	326.1	9.8
20170818	18.08.2017	-	6	4	0	-	0.0	153.6	9.2
20170817	17.08.2017	-	2	9	1	-	571.2	95.2	5.7
20170816	16.08.2017	-	5	8	3	-	652.3	108.7	6.5
20170815	15.08.2017	-	2	8	5	-	573.7	95.6	5.7
20170814	14.08.2017	-	8	9	8	-	646.6	215.5	6.5
20170812	12.08.2017	-	9	9	2	-	1254.1	418.0	12.5
20170811	11.08.2017	-	7	7	9	-	559.8	186.6	5.6
20170810	10.08.2017	-	9	2	5	-	0.0	132.8	8.0
20170809	09.08.2017	-	6	4	7	-	0.0	164.6	9.9
20170808	08.08.2017	-	7	8	3	-	671.4	111.9	6.7
20170807	07.08.2017	-	5	6	9	-	435.8	72.6	4.4
20170805	05.08.2017	-	8	1	2	-	592.8	98.8	5.9
20170804	04.08.2017	-	8	0	3	-	670.9	111.8	6.7
20170803	03.08.2017	-	9	9	8	-	668.4	222.8	6.7
20170802	02.08.2017	-	3	3	9	-	0.0	329.0	9.9
20170801	01.08.2017	-	3	7	6	-	646.5	107.7	6.5
20170731	31.07.2017	-	7	1	6	-	0.0	156.7	9.4
20170729	29.07.2017	-	7	8	2	-	481.0	80.2	4.8
20170728	28.07.2017	-	8	5	8	-	476.9	159.0	4.8
20170727	27.07.2017	-	0	6	1	-	626.9	104.5	6.3
20170726	26.07.2017	-	4	2	3	-	480.7	80.1	4.8
20170725	25.07.2017	-	9	1	7	-	546.7	91.1	5.5
20170724	24.07.2017	-	6	3	9	-	517.0	86.2	5.2
20170722	22.07.2017	-	7	9	6	-	964.4	160.7	9.6
20170721	21.07.2017	-	3	2	2	-	931.8	310.6	9.3
20170720	20.07.2017	-	3	3	0	-	670.5	223.5	6.7
20170719	19.07.2017	-	7	1	8	-	489.7	81.6	4.9
20170718	18.07.2017	-	9	1	5	-	533.4	88.9	5.3
20170717	17.07.2017	-	7	9	6	-	803.3	133.9	8.0
20170715	15.07.2017	-	8	1	3	-	612.5	102.1	6.1
20170714	14.07.2017	-	0	0	5	-	514.1	171.4	5.1
20170713	13.07.2017	-	4	1	8	-	0.0	144.4	8.7
20170712	12.07.2017	-	9	1	0	-	640.8	106.8	6.4
20170711	11.07.2017	-	6	7	8	-	340.0	56.7	3.4
20170710	10.07.2017	-	7	1	3	-	472.8	78.8	4.7
20170708	08.07.2017	-	3	1	7	-	583.2	97.2	5.8
20170707	07.07.2017	-	6	4	9	-	568.7	94.8	5.7
20170706	06.07.2017	-	6	4	5	-	410.0	68.3	4.1
20170705	05.07.2017	-	1	7	1	-	322.7	107.6	3.2
