pred2ndNext	pred1rstNext	DrawId	Feat-Effectifs-Over10-MedianEffsOfOutputs	Feat-Effectifs-Over10-andSupa20-MeanEffsIn	Feat-Effectifs-Over10-andSupa20-MeanEffsOut	Feat-Effectifs-Over10-andSupa20-MedianEffsIn	Feat-Effectifs-Over10-andSupa20-MedianEffsOut
1	2	20180502	3	2.57	0.67	3.0	1.0
2	3	20180501	2	2.43	1.0	3.0	1.0
3	2	20180430	1	2.43	1.0	2.0	1.0
2	1	20180428	2	2.83	0.75	3.0	0.5
1	2	20180427	1	2.67	1.0	2.5	1.0
2	1	20180426	2	2.67	1.0	3.0	1.0
1	2	20180425	3	2.67	1.0	3.0	1.0
2	3	20180424	1	2.5	1.25	2.5	1.5
3	1	20180423	2	2.67	1.0	2.5	1.0
1	2	20180421	2	2.5	1.25	2.5	1.0
2	2	20180420	3	2.43	1.0	2.0	0.0
2	3	20180419	1	2.43	1.0	2.0	0.0
3	1	20180418	2	2.67	1.0	2.5	0.5
1	2	20180417	1	2.67	1.0	2.5	0.5
2	1	20180416	1	2.4	1.6	2.0	1.0
1	1	20180414	3	2.8	1.2	3.0	1.0
1	3	20180413	2	2.6	1.4	3.0	1.0
3	2	20180412	2	2.83	0.75	3.0	0.5
2	2	20180411	3	2.67	1.0	2.5	1.0
2	3	20180410	2	2.5	1.25	2.0	1.0
3	2	20180409	1	2.5	1.25	2.0	1.0
2	1	20180407	1	2.8	1.2	2.0	1.0
1	1	20180406	2	2.8	1.2	2.0	1.0
1	2	20180405	1	2.67	1.0	2.5	1.0
2	1	20180404	3	3.0	1.0	3.0	1.0
1	3	20180403	1	2.67	1.0	2.0	1.0
3	1	20180402	4	3.2	0.8	4.0	1.0
1	4	20180331	4	3.2	0.8	4.0	1.0
4	4	20180330	3	2.83	0.75	2.5	1.0
4	3	20180329	2	2.57	0.67	1.0	1.0
3	2	20180328	2	2.57	0.67	2.0	1.0
2	2	20180327	1	2.38	0.5	2.0	0.5
2	1	20180326	2	2.38	0.5	2.0	0.5
1	2	20180324	2	2.38	0.5	2.0	0.5
2	2	20180323	1	2.25	1.0	2.0	1.0
2	1	20180322	2	2.57	0.67	2.0	0.0
1	2	20180321	2	2.43	1.0	2.0	1.0
2	2	20180320	1	2.43	1.0	2.0	1.0
2	1	20180319	1	2.5	1.25	2.5	1.0
1	1	20180317	4	2.4	1.6	2.0	2.0
1	4	20180316	1	2.0	2.0	2.0	2.5
4	1	20180315	1	2.17	1.75	2.5	2.0
1	1	20180314	3	2.5	1.25	2.5	1.0
1	3	20180313	3	2.29	1.33	2.0	0.0
3	3	20180312	1	2.29	1.33	2.0	0.0
3	1	20180310	2	2.29	1.33	2.0	0.0
1	2	20180309	2	2.5	0.0	2.0	0.0
2	2	20180308	1	2.5	0.0	2.0	0.0
2	1	20180307	1	2.86	0.0	2.0	0.0
1	1	20180306	1	3.17	0.25	2.5	0.0
1	1	20180305	3	3.4	0.6	3.0	1.0
1	3	20180303	2	3.4	0.6	3.0	1.0
3	2	20180302	2	3.2	0.8	3.0	1.0
2	2	20180301	3	3.0	1.0	2.0	1.0
2	3	20180228	1	3.0	1.0	3.0	1.0
3	1	20180227	4	3.2	0.8	3.0	1.0
1	4	20180226	1	3.0	1.0	3.0	1.0
4	1	20180224	3	3.2	0.8	3.0	0.0
1	3	20180223	4	3.2	0.8	3.0	0.0
3	4	20180222	3	2.67	1.0	3.0	0.5
4	3	20180221	2	2.71	0.33	3.0	0.0
3	2	20180220	3	2.71	0.33	3.0	0.0
2	3	20180219	2	2.71	0.33	3.0	0.0
3	2	20180217	2	2.57	0.67	2.0	0.0
2	2	20180216	2	2.43	1.0	2.0	1.0
2	2	20180215	2	2.29	1.33	2.0	1.0
2	2	20180214	1	2.29	1.33	2.0	1.0
2	1	20180213	1	2.14	1.67	2.0	2.0
1	1	20180212	1	2.33	1.5	1.5	1.5
1	1	20180210	3	2.67	1.0	2.0	1.0
1	3	20180209	1	2.43	1.0	2.0	1.0
3	1	20180208	3	2.5	1.25	2.0	1.5
1	3	20180207	3	2.5	1.25	2.5	1.5
3	3	20180206	1	2.5	1.25	2.5	1.5
3	1	20180205	2	2.67	1.0	2.5	0.5
1	2	20180203	2	2.71	0.33	3.0	0.0
2	2	20180202	2	2.71	0.33	3.0	0.0
2	2	20180201	1	2.71	0.33	3.0	0.0
2	1	20180131	2	3.0	0.5	3.0	0.5
1	2	20180130	1	3.0	0.5	3.0	0.5
2	1	20180129	3	3.0	0.5	3.0	0.5
1	3	20180127	2	3.0	0.5	3.0	0.5
3	2	20180126	2	2.83	0.75	3.0	0.5
2	2	20180125	2	2.67	1.0	3.0	0.5
2	2	20180124	3	2.5	1.25	2.5	1.0
2	3	20180123	2	2.5	1.25	2.5	1.0
3	2	20180122	2	2.5	1.25	2.0	1.0
2	2	20180120	1	2.14	1.67	2.0	1.0
2	1	20180119	1	2.14	1.67	2.0	1.0
1	1	20180118	1	2.57	0.67	2.0	1.0
1	1	20180117	3	2.83	0.75	2.5	1.0
1	3	20180116	2	2.43	1.0	2.0	1.0
3	2	20180115	1	2.43	1.0	2.0	1.0
2	1	20180113	2	2.83	0.75	3.0	1.0
1	2	20180112	1	2.57	0.67	2.0	1.0
2	1	20180111	1	2.29	1.33	1.0	1.0
1	1	20180110	1	2.17	1.75	1.0	2.0
1	1	20180109	3	2.4	1.6	1.0	2.0
1	3	20180108	4	2.33	1.5	2.0	1.5
3	4	20180106	3	2.17	1.75	2.0	1.5
4	3	20180105	1	2.0	2.0	1.5	2.0
3	1	20180104	4	2.17	1.75	2.0	1.5
1	4	20180103	3	2.0	2.0	2.0	2.0
4	3	20180102	1	2.14	1.67	2.0	1.0
3	1	20180101	1	2.33	1.5	2.5	1.5
1	1	20171230	2	2.8	1.2	3.0	1.0
1	2	20171229	2	2.6	1.4	3.0	1.0
2	2	20171228	3	2.4	1.6	3.0	1.0
2	3	20171227	1	2.67	1.0	3.0	1.0
3	1	20171226	1	2.67	1.0	2.5	1.0
1	1	20171225	2	3.2	0.8	3.0	1.0
1	2	20171223	2	2.83	0.75	3.0	0.5
2	2	20171222	3	2.67	1.0	2.5	0.5
2	3	20171221	1	2.71	0.33	2.0	0.0
3	1	20171220	2	3.0	0.5	3.0	0.5
1	2	20171219	1	3.0	0.5	3.0	0.5
2	1	20171218	1	3.17	0.25	3.0	0.0
1	1	20171216	4	3.6	0.4	3.0	0.0
1	4	20171215	2	3.17	0.25	3.0	0.0
4	2	20171214	4	3.17	0.25	3.0	0.0
2	4	20171213	1	3.0	0.5	3.0	0.5
4	1	20171212	3	2.67	1.0	2.5	1.0
1	3	20171211	3	2.67	1.0	2.5	1.0
3	3	20171209	2	2.57	0.67	2.0	1.0
3	2	20171208	2	2.43	1.0	2.0	1.0
2	2	20171207	1	2.29	1.33	1.0	1.0
2	1	20171206	4	2.17	1.75	1.5	1.5
1	4	20171205	1	2.0	2.0	1.5	2.0
4	1	20171204	4	2.5	1.25	2.5	1.5
1	4	20171202	1	2.33	1.5	2.5	1.5
4	1	20171201	1	2.67	1.0	2.5	0.5
1	1	20171130	1	3.17	0.25	3.0	0.0
1	1	20171129	2	3.4	0.6	3.0	1.0
1	2	20171128	2	3.4	0.6	4.0	1.0
2	2	20171127	3	3.0	0.5	3.0	0.5
2	3	20171125	2	2.83	0.75	3.0	0.5
3	2	20171124	1	2.71	0.33	3.0	0.0
2	1	20171123	3	3.0	0.5	3.0	0.5
1	3	20171122	2	2.71	0.33	3.0	0.0
3	2	20171121	2	2.71	0.33	3.0	0.0
2	2	20171120	3	2.57	0.67	3.0	1.0
2	3	20171118	1	2.57	0.67	3.0	1.0
3	1	20171117	3	2.29	1.33	3.0	1.0
1	3	20171116	1	2.38	0.5	2.5	0.5
3	1	20171115	1	2.25	1.0	2.5	1.0
1	1	20171114	2	2.43	1.0	3.0	1.0
1	2	20171113	2	2.43	1.0	3.0	1.0
2	2	20171111	1	2.29	1.33	3.0	1.0
2	1	20171110	1	2.67	1.0	3.0	1.0
1	1	20171109	2	2.8	1.2	3.0	1.0
1	2	20171108	1	2.67	1.0	3.0	1.0
2	1	20171107	1	2.8	1.2	3.0	1.0
1	1	20171106	3	3.0	1.0	3.0	1.0
1	3	20171104	3	3.0	1.0	3.0	1.0
3	3	20171103	3	2.67	1.0	2.5	1.0
3	3	20171102	2	2.43	1.0	2.0	1.0
3	2	20171101	1	2.38	0.5	2.0	0.5
2	1	20171031	2	2.57	0.67	2.0	1.0
1	2	20171030	2	2.43	1.0	2.0	1.0
2	2	20171028	2	2.29	1.33	2.0	1.0
2	2	20171027	1	2.29	1.33	2.0	1.0
2	1	20171026	2	2.33	1.5	2.5	1.5
1	2	20171025	2	2.14	1.67	2.0	2.0
2	2	20171024	1	2.14	1.67	2.0	2.0
2	1	20171023	1	2.5	1.25	2.5	1.5
1	1	20171021	2	2.5	1.25	2.0	1.5
1	2	20171020	3	2.5	1.25	2.0	1.5
2	3	20171019	1	2.29	1.33	2.0	1.0
3	1	20171018	2	2.5	1.25	2.5	1.0
1	2	20171017	1	2.29	1.33	2.0	1.0
2	1	20171016	3	2.33	1.5	2.0	1.5
1	3	20171014	1	2.29	1.33	2.0	1.0
3	1	20171013	1	2.43	1.0	3.0	0.0
1	1	20171012	2	2.86	0.0	3.0	0.0
1	2	20171011	2	2.86	0.0	3.0	0.0
2	2	20171010	1	2.86	0.0	3.0	0.0
2	1	20171009	2	3.17	0.25	3.5	0.0
1	2	20171007	1	3.0	0.5	3.5	0.5
2	1	20171006	1	2.83	0.75	3.5	1.0
1	1	20171005	2	2.83	0.75	3.0	1.0
1	2	20171004	2	2.67	1.0	2.5	1.0
2	2	20171003	1	2.67	1.0	2.5	1.0
2	1	20171002	3	3.0	1.0	3.0	1.0
1	3	20170930	2	3.0	1.0	3.0	1.0
3	2	20170929	2	3.0	1.0	3.0	1.0
2	2	20170928	3	2.8	1.2	3.0	1.0
2	3	20170927	2	2.67	1.0	3.0	0.5
3	2	20170926	1	2.57	0.67	3.0	1.0
2	1	20170925	3	2.57	0.67	3.0	1.0
1	3	20170923	1	2.57	0.67	3.0	1.0
3	1	20170922	2	2.67	1.0	3.0	1.0
1	2	20170921	3	2.43	1.0	3.0	1.0
2	3	20170920	2	2.29	1.33	2.0	1.0
3	2	20170919	1	2.12	1.5	1.5	1.5
2	1	20170918	2	2.29	1.33	2.0	1.0
1	2	20170916	3	2.29	1.33	2.0	1.0
2	3	20170915	3	2.14	1.67	2.0	2.0
3	3	20170914	1	2.12	1.5	2.0	1.5
3	1	20170913	1	2.29	1.33	2.0	1.0
1	1	20170912	2	2.0	2.0	2.0	2.0
1	2	20170911	1	1.88	2.5	2.0	2.5
2	1	20170909	2	2.0	2.0	2.0	2.0
1	2	20170908	1	2.0	2.0	2.0	2.0
2	1	20170907	2	2.0	2.0	2.0	1.5
1	2	20170906	2	1.71	2.67	2.0	2.0
2	2	20170905	2	1.75	3.0	1.5	3.0
2	2	20170904	2	1.75	3.0	1.5	3.0
2	2	20170902	1	2.11	1.0	2.0	1.0
2	1	20170901	1	2.38	0.5	2.0	0.5
1	1	20170831	2	2.57	0.67	2.0	0.0
1	2	20170830	1	2.57	0.67	2.0	0.0
2	1	20170829	1	2.71	0.33	2.0	0.0
1	1	20170828	2	2.83	0.75	2.0	1.0
1	2	20170826	1	2.83	0.75	2.0	1.0
2	1	20170825	2	3.2	0.8	2.0	1.0
1	2	20170824	1	3.2	0.8	2.0	1.0
2	1	20170823	5	3.5	1.0	3.0	1.0
1	5	20170822	4	3.0	1.0	2.0	1.0
5	4	20170821	1	2.67	1.0	2.0	1.0
4	1	20170819	3	2.8	1.2	2.0	1.0
1	3	20170818	2	2.6	1.4	2.0	1.0
3	2	20170817	3	2.5	1.25	2.0	1.0
2	3	20170816	3	2.43	1.0	2.0	1.0
3	3	20170815	2	2.12	1.5	2.0	1.5
3	2	20170814	3	2.12	1.5	2.0	1.5
2	3	20170812	2	2.11	1.0	2.0	1.0
3	2	20170811	2	2.11	1.0	2.0	1.0
2	2	20170810	1	2.11	1.0	2.0	1.0
2	1	20170809	1	2.12	1.5	2.0	1.5
1	1	20170808	2	2.25	1.0	2.0	1.0
1	2	20170807	2	2.25	1.0	1.5	1.0
2	2	20170805	2	2.22	0.0	2.0	0.0
2	2	20170804	1	2.22	0.0	2.0	0.0
2	1	20170803	1	2.38	0.5	1.5	0.5
1	1	20170802	2	2.38	0.5	2.0	0.5
1	2	20170801	1	2.38	0.5	2.0	0.5
2	1	20170731	2	2.57	0.67	2.0	1.0
1	2	20170729	1	2.43	1.0	2.0	1.0
2	1	20170728	1	2.67	1.0	2.0	1.0
1	1	20170727	1	3.0	1.0	2.0	1.0
