targetTrend	pred2ndNext	pred1rstNext	predWillFollowIncreaseCapacity	DrawId	Feat-UniverseLength-Over10	Feat-UniverseLength-Over10-didFollowIncreaseCapacity	Feat-UniverseLength-Over10-LastMovingDirection	Feat-UniverseLength-Over10-ShortMovingDirectionBalance	Feat-UniverseLength-Over10-PreviousLastMovingDirection	Feat-UniverseLength-Over10-LargerMovingDirectionBalance	Feat-UniverseLength-Over10-sameValueSerie	Feat-UniverseLength-Over10-greaterThanSerie	Feat-UniverseLength-Over10-lowerThanSerie	Feat-UniverseLength-Over10-CanIncreaseOf	Feat-UniverseLength-Over10-CanDecreaseOf	Feat-Effectifs-Over10-andSupa20-MeanEffsIn	Feat-Effectifs-Over10-andSupa20-MeanEffsOut	Feat-Effectifs-Over10-andSupa20-MedianEffsIn	Feat-Effectifs-Over10-andSupa20-MedianEffsOut
10	7	7	True	20180423	6	False	-1	0	-1	0	2	2	15	1	0	2.83	0.75	2.5	0.5
5	7	6	False	20180421	6	False	-1	-2	-1	-20	1	1	14	1	0	2.83	0.75	3.0	0.5
-10	6	6	False	20180420	7	False	-1	7	1	70	1	1	4	0	-1	2.43	1.0	2.0	1.0
-15	6	7	False	20180419	8	False	1	0	1	0	2	150	2	0	-1	2.38	0.5	2.0	0.5
-5	7	8	False	20180418	8	True	1	2	1	20	1	149	1	1	0	2.38	0.5	2.5	0.5
10	8	8	True	20180417	7	True	1	-5	-1	-50	1	14	1	1	0	2.29	1.33	2.0	1.0
15	8	7	True	20180416	6	False	-1	5	1	50	2	2	9	1	0	2.67	1.0	3.0	0.5
5	7	6	False	20180414	6	False	-1	5	1	50	1	1	8	1	0	2.5	1.25	2.5	1.0
-10	6	6	False	20180413	7	False	1	-4	0	-40	2	11	2	0	-1	2.57	0.67	3.0	0.0
-5	6	7	False	20180412	7	True	1	-2	0	-20	1	10	1	1	0	2.43	1.0	3.0	1.0
10	7	7	True	20180411	6	False	0	0	1	0	5	8	5	1	0	2.83	0.75	3.0	0.5
5	7	6	False	20180410	6	True	0	2	1	20	4	7	4	1	0	2.83	0.75	2.5	0.5
0	6	6	True	20180409	6	False	1	-7	-1	-70	3	6	3	0	-1	3.0	0.5	3.0	0.5
0	6	6	False	20180407	6	False	1	-7	-1	-70	2	5	2	1	0	2.83	0.75	3.0	1.0
0	6	6	False	20180406	6	True	1	-10	-1	-100	1	4	1	1	0	2.83	0.75	2.5	1.0
10	6	6	True	20180405	5	False	-1	-4	-1	-40	1	1	20	1	0	3.0	1.0	3.0	1.0
-5	6	5	False	20180404	6	False	-1	2	-1	20	2	2	17	0	-1	2.67	1.0	2.5	1.0
-5	5	6	False	20180403	6	False	-1	0	-1	0	1	1	16	1	0	2.67	1.0	2.5	1.0
-10	6	6	False	20180402	7	False	-1	7	1	70	1	1	11	0	-1	2.57	0.67	2.0	1.0
-15	6	7	False	20180331	8	True	1	-2	0	-20	1	134	1	0	-1	2.38	0.5	2.0	0.5
5	7	8	True	20180330	7	False	0	0	0	0	9	21	9	1	0	2.71	0.33	2.0	0.0
5	8	7	False	20180329	7	False	0	0	0	0	8	20	8	1	0	2.71	0.33	2.0	0.0
0	7	7	False	20180328	7	True	0	0	0	0	7	19	7	1	0	2.71	0.33	3.0	0.0
0	7	7	True	20180327	7	False	0	0	0	0	6	18	6	0	-1	2.86	0.0	3.0	0.0
0	7	7	False	20180326	7	False	0	0	1	0	5	17	5	1	0	2.86	0.0	2.0	0.0
0	7	7	False	20180324	7	False	0	2	1	20	4	16	4	1	0	2.86	0.0	2.0	0.0
0	7	7	False	20180323	7	False	1	-5	0	-50	3	15	3	1	0	2.71	0.33	2.0	0.0
0	7	7	False	20180322	7	False	1	-4	0	-40	2	14	2	1	0	2.57	0.67	2.0	1.0
0	7	7	False	20180321	7	True	1	-2	0	-20	1	13	1	1	0	2.57	0.67	2.0	1.0
10	7	7	True	20180320	6	False	0	2	1	20	4	9	4	1	0	2.67	1.0	2.5	1.0
5	7	6	False	20180319	6	False	1	-5	1	-50	3	8	3	1	0	2.5	1.25	2.0	1.0
0	6	6	False	20180317	6	False	1	-2	1	-20	2	7	2	1	0	2.5	1.25	2.0	1.0
0	6	6	False	20180316	6	True	1	0	1	0	1	6	1	1	0	2.5	1.25	2.0	1.0
10	6	6	True	20180315	5	True	1	-10	-1	-100	2	4	2	1	0	2.6	1.4	2.0	1.0
5	6	5	True	20180314	5	True	1	-14	-1	-140	1	3	1	0	-1	2.6	1.4	2.0	1.0
10	5	5	True	20180313	4	False	-1	-7	-1	-70	1	1	207	1	0	3.0	1.33	3.0	1.5
-5	5	4	False	20180312	5	False	-1	-4	-1	-40	1	1	55	0	-1	2.4	1.6	2.0	2.0
-15	4	5	False	20180310	6	False	-1	0	0	0	1	1	11	0	-1	2.17	1.75	2.0	2.0
-15	5	6	False	20180309	7	True	-1	5	1	50	3	3	8	0	-1	1.86	2.33	2.0	3.0
-5	6	7	True	20180308	7	False	-1	5	1	50	2	2	7	0	-1	2.29	1.33	2.0	1.0
0	7	7	False	20180307	7	False	-1	5	1	50	1	1	6	1	0	2.29	1.33	2.0	1.0
-10	7	7	False	20180306	8	False	1	-4	0	-40	2	112	2	0	-1	2.25	1.0	2.0	1.0
-5	7	8	False	20180305	8	True	1	0	0	0	1	111	1	1	0	2.25	1.0	2.0	1.0
10	8	8	True	20180303	7	False	1	-5	1	-50	3	11	3	1	0	2.57	0.67	2.0	1.0
5	8	7	False	20180302	7	False	1	-2	1	-20	2	10	2	1	0	2.57	0.67	2.0	1.0
0	7	7	False	20180301	7	True	1	0	1	0	1	9	1	1	0	2.57	0.67	2.0	1.0
10	7	7	True	20180228	6	False	1	-5	-1	-50	2	7	2	1	0	2.67	1.0	2.5	1.0
5	7	6	False	20180227	6	True	1	-5	-1	-50	1	6	1	1	0	2.5	1.25	2.5	1.5
10	6	6	True	20180226	5	False	-1	4	1	40	1	1	43	1	0	2.8	1.2	3.0	1.0
-5	6	5	False	20180224	6	True	1	-10	-1	-100	1	4	1	0	-1	2.83	0.75	3.0	0.5
5	5	6	True	20180223	5	False	-1	-4	-1	-40	1	1	41	1	0	3.2	0.8	4.0	1.0
-5	6	5	False	20180222	6	False	-1	2	-1	20	2	2	7	0	-1	3.0	0.5	3.0	0.5
-5	5	6	False	20180221	6	False	-1	0	-1	0	1	1	6	1	0	3.0	0.5	3.0	0.5
-10	6	6	False	20180220	7	False	-1	10	1	100	1	1	4	0	-1	2.57	0.67	3.0	1.0
-15	6	7	False	20180219	8	True	1	4	1	40	1	99	1	0	-1	2.38	0.5	2.0	0.5
5	7	8	True	20180217	7	False	1	-2	1	-20	2	7	2	1	0	2.57	0.67	2.0	1.0
5	8	7	False	20180216	7	True	1	0	1	0	1	6	1	1	0	2.43	1.0	2.0	1.0
10	7	7	True	20180215	6	True	1	-10	-1	-100	1	4	1	1	0	2.67	1.0	2.5	1.0
15	7	6	True	20180214	5	False	-1	-4	-1	-40	1	1	33	1	0	2.8	1.2	3.0	1.0
-5	6	5	False	20180213	6	False	-1	0	-1	0	2	2	23	0	-1	2.33	1.5	2.0	1.5
-5	5	6	False	20180212	6	False	-1	-2	-1	-20	1	1	22	1	0	2.33	1.5	2.0	1.5
-10	6	6	False	20180210	7	False	-1	5	1	50	1	1	16	0	-1	2.29	1.33	2.0	1.0
-15	6	7	False	20180209	8	True	1	-5	-1	-50	2	91	2	0	-1	2.12	1.5	2.0	1.5
-5	7	8	True	20180208	8	True	1	-5	-1	-50	1	90	1	0	-1	2.38	0.5	2.0	0.5
10	8	8	True	20180207	7	False	-1	4	0	40	2	2	13	1	0	2.57	0.67	2.0	1.0
5	8	7	False	20180206	7	False	-1	4	0	40	1	1	12	1	0	2.57	0.67	2.0	1.0
-10	7	7	False	20180205	8	True	1	-5	-1	-50	3	87	3	0	-1	2.25	1.0	2.0	1.0
-5	7	8	True	20180203	8	False	1	-5	-1	-50	2	86	2	0	-1	2.25	1.0	2.0	1.0
0	8	8	False	20180202	8	True	1	-4	-1	-40	1	85	1	1	0	2.25	1.0	2.0	1.0
10	8	8	True	20180201	7	False	-1	7	1	70	2	2	8	1	0	2.14	1.67	1.0	1.0
5	8	7	False	20180131	7	False	-1	7	1	70	1	1	7	1	0	2.0	2.0	1.0	2.0
-10	7	7	False	20180130	8	True	1	-2	0	-20	1	82	1	0	-1	2.12	1.5	2.0	1.5
5	7	8	True	20180129	7	False	0	0	1	0	5	33	5	1	0	2.43	1.0	3.0	1.0
5	8	7	False	20180127	7	True	0	2	1	20	4	32	4	1	0	2.43	1.0	3.0	1.0
0	7	7	True	20180126	7	False	1	-5	0	-50	3	31	3	0	-1	2.57	0.67	3.0	1.0
0	7	7	False	20180125	7	True	1	-4	0	-40	2	30	2	1	0	2.57	0.67	3.0	1.0
0	7	7	True	20180124	7	True	1	-2	0	-20	1	29	1	0	-1	2.71	0.33	3.0	0.0
10	7	7	True	20180123	6	False	0	0	1	0	5	7	5	1	0	3.0	0.5	3.0	0.0
5	7	6	False	20180122	6	False	0	2	1	20	4	6	4	1	0	2.83	0.75	2.5	0.0
0	6	6	False	20180120	6	False	1	-7	-1	-70	3	5	3	1	0	2.67	1.0	2.0	0.5
0	6	6	False	20180119	6	False	1	-10	-1	-100	2	4	2	1	0	2.67	1.0	2.0	0.5
0	6	6	False	20180118	6	True	1	-12	-1	-120	1	3	1	1	0	2.5	1.25	2.0	0.5
10	6	6	True	20180117	5	False	-1	-2	-1	-20	1	1	9	1	0	2.2	1.8	2.0	2.0
-5	6	5	False	20180116	6	False	-1	5	1	50	1	1	7	0	-1	2.33	1.5	2.0	1.0
-15	5	6	False	20180115	7	False	1	-4	0	-40	2	21	2	0	-1	2.43	1.0	2.0	1.0
-5	6	7	False	20180113	7	True	1	-2	0	-20	1	20	1	1	0	2.29	1.33	2.0	1.0
10	7	7	True	20180112	6	False	0	2	1	20	4	18	4	1	0	2.67	1.0	3.0	1.0
5	7	6	False	20180111	6	False	1	-4	1	-40	3	17	3	1	0	2.5	1.25	2.5	1.5
0	6	6	False	20180110	6	True	1	0	1	0	2	16	2	1	0	2.5	1.25	2.5	1.5
0	6	6	True	20180109	6	True	1	4	1	40	1	15	1	0	-1	2.83	0.75	3.0	0.5
10	6	6	True	20180108	5	True	1	-4	0	-40	1	5	1	1	0	3.4	0.6	4.0	0.0
15	6	5	True	20180106	4	False	-1	4	-1	40	3	3	151	1	0	4.0	0.67	4.0	0.0
5	5	4	False	20180105	4	False	-1	0	-1	0	2	2	150	1	0	4.0	0.67	4.0	0.0
0	4	4	False	20180104	4	False	-1	-4	-1	-40	1	1	149	1	0	3.75	0.83	4.0	0.5
-10	4	4	False	20180103	5	False	-1	2	0	20	1	1	105	0	-1	3.2	0.8	3.0	1.0
-15	4	5	False	20180102	6	True	0	0	0	0	6	9	6	0	-1	2.83	0.75	3.0	1.0
-5	5	6	True	20180101	6	False	0	0	1	0	5	8	5	0	-1	2.83	0.75	3.0	1.0
0	6	6	False	20171230	6	False	0	2	1	20	4	7	4	1	0	2.83	0.75	3.0	1.0
0	6	6	False	20171229	6	False	1	-5	-1	-50	3	6	3	1	0	2.67	1.0	3.0	1.0
0	6	6	False	20171228	6	False	1	-5	-1	-50	2	5	2	1	0	2.5	1.25	2.5	1.0
0	6	6	False	20171227	6	True	1	-7	-1	-70	1	4	1	1	0	2.5	1.25	2.5	1.0
10	6	6	True	20171226	5	False	-1	-2	-1	-20	2	2	98	1	0	2.8	1.2	3.0	1.0
5	6	5	False	20171225	5	False	-1	-7	-1	-70	1	1	97	1	0	2.6	1.4	2.0	1.0
-10	5	5	False	20171223	6	False	-1	-2	-1	-20	1	1	11	0	-1	2.33	1.5	2.5	1.5
-15	5	6	False	20171222	7	False	-1	4	1	40	1	1	9	0	-1	2.0	2.0	2.0	2.0
-15	6	7	False	20171221	8	False	1	-5	-1	-50	2	48	2	0	-1	1.88	2.5	1.5	2.5
-5	7	8	False	20171220	8	True	1	-4	-1	-40	1	47	1	1	0	1.88	2.5	1.5	2.5
10	8	8	True	20171219	7	False	-1	7	1	70	1	1	6	1	0	2.14	1.67	2.0	1.0
-5	8	7	False	20171218	8	True	1	-2	0	-20	1	45	1	0	-1	2.38	0.5	2.5	0.5
5	7	8	True	20171216	7	True	0	2	1	20	4	16	4	1	0	2.71	0.33	3.0	0.0
5	8	7	True	20171215	7	False	1	-4	1	-40	3	15	3	0	-1	2.57	0.67	3.0	1.0
0	7	7	False	20171214	7	False	1	-2	1	-20	2	14	2	1	0	2.57	0.67	3.0	1.0
0	7	7	False	20171213	7	True	1	2	1	20	1	13	1	1	0	2.43	1.0	3.0	1.0
10	7	7	True	20171212	6	True	1	-4	-1	-40	1	10	1	1	0	2.5	1.25	2.5	1.5
15	7	6	True	20171211	5	False	-1	7	1	70	1	1	85	1	0	2.6	1.4	3.0	2.0
-5	6	5	False	20171209	6	True	1	-2	0	-20	1	8	1	0	-1	2.5	1.25	2.0	1.5
5	5	6	True	20171208	5	True	0	-2	-1	-20	4	4	83	1	0	2.8	1.2	2.0	1.0
5	6	5	True	20171207	5	False	-1	5	0	50	3	3	82	0	-1	3.0	1.0	3.0	1.0
0	5	5	False	20171206	5	False	-1	4	0	40	2	2	81	1	0	3.0	1.0	3.0	1.0
0	5	5	False	20171205	5	False	-1	0	0	0	1	1	80	1	0	2.8	1.2	3.0	1.0
-10	5	5	False	20171204	6	False	-1	5	-1	50	3	3	13	0	-1	2.83	0.75	3.0	0.5
-5	5	6	False	20171202	6	False	-1	2	-1	20	2	2	12	1	0	2.83	0.75	3.0	0.5
0	6	6	False	20171201	6	False	-1	0	-1	0	1	1	11	1	0	2.67	1.0	3.0	0.5
-10	6	6	False	20171130	7	False	-1	7	1	70	2	2	6	0	-1	2.43	1.0	2.0	0.0
-5	6	7	False	20171129	7	False	-1	7	1	70	1	1	5	1	0	2.29	1.33	2.0	1.0
-10	7	7	False	20171128	8	True	1	0	0	0	1	28	1	0	-1	2.38	0.5	2.5	0.5
5	7	8	True	20171127	7	False	1	-5	0	-50	3	26	3	1	0	2.71	0.33	3.0	0.0
5	8	7	False	20171125	7	False	1	-4	0	-40	2	25	2	1	0	2.71	0.33	3.0	0.0
0	7	7	False	20171124	7	True	1	-2	0	-20	1	24	1	1	0	2.71	0.33	2.0	0.0
10	7	7	True	20171123	6	False	0	2	1	20	4	6	4	1	0	2.83	0.75	2.5	0.5
5	7	6	False	20171122	6	True	1	-7	-1	-70	3	5	3	1	0	2.67	1.0	2.5	0.5
0	6	6	True	20171121	6	False	1	-10	-1	-100	2	4	2	0	-1	2.83	0.75	2.5	0.0
0	6	6	False	20171120	6	True	1	-12	-1	-120	1	3	1	1	0	2.83	0.75	2.5	0.0
10	6	6	True	20171118	5	False	-1	-4	-1	-40	1	1	66	1	0	3.0	1.0	3.0	0.0
-5	6	5	False	20171117	6	False	-1	2	0	20	1	1	11	0	-1	3.17	0.25	3.0	0.0
-15	5	6	False	20171116	7	False	0	2	1	20	4	17	4	0	-1	2.86	0.0	2.0	0.0
-5	6	7	False	20171115	7	True	1	-5	0	-50	3	16	3	1	0	2.71	0.33	2.0	0.0
0	7	7	True	20171114	7	False	1	-4	0	-40	2	15	2	0	-1	2.71	0.33	2.0	0.0
0	7	7	False	20171113	7	True	1	-2	0	-20	1	14	1	1	0	2.71	0.33	2.0	0.0
10	7	7	True	20171111	6	False	0	0	0	0	6	11	6	1	0	2.67	1.0	2.0	1.0
5	7	6	False	20171110	6	True	0	0	1	0	5	10	5	1	0	2.67	1.0	2.0	1.0
0	6	6	True	20171109	6	True	0	2	1	20	4	9	4	0	-1	2.67	1.0	2.0	1.0
0	6	6	True	20171108	6	False	1	-7	-1	-70	3	8	3	0	-1	2.67	1.0	2.0	1.0
0	6	6	False	20171107	6	False	1	-5	-1	-50	2	7	2	1	0	2.67	1.0	2.0	1.0
0	6	6	False	20171106	6	True	1	-4	-1	-40	1	6	1	1	0	2.67	1.0	2.5	1.0
10	6	6	True	20171104	5	False	-1	5	1	50	1	1	54	1	0	2.8	1.2	3.0	1.0
-5	6	5	False	20171103	6	True	1	-7	-1	-70	1	4	1	0	-1	2.5	1.25	2.0	1.0
5	5	6	True	20171102	5	True	-1	0	-1	0	2	2	52	1	0	2.6	1.4	2.0	1.0
5	6	5	True	20171101	5	False	-1	-5	-1	-50	1	1	51	0	-1	2.6	1.4	2.0	1.0
-10	5	5	False	20171031	6	False	-1	-4	-1	-40	1	1	12	0	-1	2.17	1.75	1.5	1.5
-15	5	6	False	20171030	7	True	-1	0	-1	0	2	2	9	0	-1	2.0	2.0	2.0	2.0
-5	6	7	True	20171028	7	False	-1	-1	-1	-10	1	1	8	0	-1	2.14	1.67	2.0	2.0
-10	7	7	False	20171027	8	False	-1	8	1	80	1	1	4	0	-1	2.12	1.5	1.5	1.5
-15	7	8	False	20171026	9	False	1	0	1	0	2	53	2	0	-1	2.22	0.0	2.0	0.0
-5	8	9	False	20171025	9	True	1	4	1	40	1	52	1	1	0	2.22	0.0	2.0	0.0
10	9	9	True	20171024	8	True	1	0	0	0	1	50	1	1	0	2.38	0.5	3.0	0.5
15	9	8	True	20171023	7	False	1	-5	1	-50	3	30	3	1	0	2.71	0.33	3.0	0.0
5	8	7	False	20171021	7	False	1	-2	1	-20	2	29	2	1	0	2.71	0.33	3.0	0.0
0	7	7	False	20171020	7	True	1	2	1	20	1	28	1	1	0	2.71	0.33	3.0	0.0
10	7	7	True	20171019	6	False	1	-5	-1	-50	2	13	2	1	0	3.17	0.25	3.0	0.0
5	7	6	False	20171018	6	True	1	-5	-1	-50	1	12	1	1	0	3.17	0.25	3.0	0.0
10	6	6	True	20171017	5	False	-1	4	0	40	2	2	38	1	0	3.6	0.4	3.0	0.0
5	6	5	False	20171016	5	False	-1	2	0	20	1	1	37	1	0	3.4	0.6	3.0	1.0
-10	5	5	False	20171014	6	False	0	0	1	0	5	9	5	0	-1	3.0	0.5	2.5	0.5
-5	5	6	False	20171013	6	False	0	2	1	20	4	8	4	1	0	3.0	0.5	2.5	0.5
0	6	6	False	20171012	6	False	1	-5	0	-50	3	7	3	1	0	2.83	0.75	2.5	0.5
0	6	6	False	20171011	6	False	1	-4	0	-40	2	6	2	1	0	2.83	0.75	3.0	0.5
0	6	6	False	20171010	6	True	1	-4	0	-40	1	5	1	1	0	2.83	0.75	3.0	0.5
10	6	6	True	20171009	5	False	-1	4	-1	40	3	3	31	1	0	3.2	0.8	3.0	1.0
5	6	5	False	20171007	5	False	-1	2	-1	20	2	2	30	1	0	3.2	0.8	4.0	1.0
0	5	5	False	20171006	5	False	-1	0	-1	0	1	1	29	1	0	3.0	1.0	3.0	1.0
-10	5	5	False	20171005	6	False	-1	10	1	100	1	1	4	0	-1	2.67	1.0	3.0	1.0
-15	5	6	False	20171004	7	True	1	0	1	0	1	14	1	0	-1	2.57	0.67	3.0	0.0
5	6	7	True	20171003	6	False	1	-7	-1	-70	2	5	2	1	0	3.0	0.5	3.0	0.0
5	7	6	False	20171002	6	True	1	-10	-1	-100	1	4	1	1	0	2.83	0.75	3.0	0.5
10	6	6	True	20170930	5	False	-1	0	-1	0	1	1	24	1	0	2.8	1.2	3.0	1.0
-5	6	5	False	20170929	6	False	-1	7	1	70	2	2	7	0	-1	2.5	1.25	2.0	1.0
-5	5	6	False	20170928	6	False	-1	7	1	70	1	1	6	1	0	2.33	1.5	2.0	1.5
-10	6	6	False	20170927	7	True	1	-2	0	-20	1	8	1	0	-1	2.14	1.67	2.0	2.0
5	6	7	True	20170926	6	False	0	2	1	20	4	6	4	1	0	2.5	1.25	2.5	1.5
5	7	6	False	20170925	6	False	1	-7	-1	-70	3	5	3	1	0	2.33	1.5	2.0	2.0
0	6	6	False	20170923	6	False	1	-10	-1	-100	2	4	2	1	0	2.33	1.5	2.0	2.0
0	6	6	False	20170922	6	True	1	-14	-1	-140	1	3	1	1	0	2.17	1.75	2.0	2.0
10	6	6	True	20170921	5	False	-1	-5	-1	-50	1	1	16	1	0	2.4	1.6	2.0	2.0
-5	6	5	False	20170920	6	False	-1	0	-1	0	1	1	6	0	-1	2.17	1.75	2.0	2.0
-15	5	6	False	20170919	7	False	-1	10	1	100	1	1	4	0	-1	2.14	1.67	2.0	1.0
-15	6	7	False	20170918	8	True	1	4	1	40	1	19	1	0	-1	2.38	0.5	2.5	0.5
5	7	8	True	20170916	7	False	1	0	1	0	2	17	2	1	0	2.71	0.33	3.0	0.0
5	8	7	False	20170915	7	True	1	2	1	20	1	16	1	1	0	2.71	0.33	2.0	0.0
10	7	7	True	20170914	6	True	1	-5	-1	-50	1	14	1	1	0	3.17	0.25	3.0	0.0
15	7	6	True	20170913	5	False	-1	4	0	40	2	2	9	1	0	3.6	0.4	4.0	0.0
5	6	5	False	20170912	5	False	-1	2	0	20	1	1	8	1	0	3.4	0.6	4.0	0.0
-10	5	5	False	20170911	6	False	0	0	1	0	5	11	5	0	-1	3.17	0.25	2.5	0.0
-5	5	6	False	20170909	6	False	0	2	1	20	4	10	4	1	0	3.17	0.25	2.5	0.0
0	6	6	False	20170908	6	False	1	-5	1	-50	3	9	3	1	0	3.0	0.5	2.0	0.5
0	6	6	False	20170907	6	False	1	-2	1	-20	2	8	2	1	0	2.83	0.75	2.0	1.0
0	6	6	False	20170906	6	True	1	0	1	0	1	7	1	1	0	2.67	1.0	2.0	1.0
10	6	6	True	20170905	5	False	1	-7	-1	-70	2	5	2	1	0	3.0	1.0	3.0	1.0
5	6	5	False	20170904	5	True	1	-10	-1	-100	1	4	1	1	0	3.0	1.0	2.0	1.0
10	5	5	True	20170902	4	False	-1	-4	-1	-40	1	1	43	1	0	3.25	1.17	2.5	1.0
-5	5	4	False	20170901	5	False	-1	-2	-1	-20	2	2	42	0	-1	2.6	1.4	2.0	1.0
-5	4	5	False	20170831	5	False	-1	-10	-1	-100	1	1	41	1	0	2.6	1.4	2.0	1.0
-10	5	5	False	20170830	6	False	-1	-10	-1	-100	1	1	19	0	-1	2.33	1.5	2.0	1.5
-15	5	6	False	20170829	7	False	-1	-5	-1	-50	1	1	11	0	-1	2.14	1.67	2.0	2.0
-15	6	7	False	20170828	8	False	-1	1	-1	10	1	1	6	0	-1	2.0	2.0	1.5	2.0
-15	7	8	False	20170826	9	False	-1	11	1	110	1	1	3	0	-1	2.0	2.0	2.0	2.0
-15	8	9	False	20170825	10	True	1	5	1	50	1	36	1	0	-1	2.0	0.0	2.0	0.0
5	9	10	True	20170824	9	True	1	0	1	0	1	35	1	1	0	2.22	0.0	2.0	0.0
15	10	9	True	20170823	8	False	1	-7	-1	-70	2	22	2	1	0	2.38	0.5	2.5	0.5
5	9	8	False	20170822	8	True	1	-5	-1	-50	1	21	1	1	0	2.25	1.0	2.0	1.0
10	8	8	True	20170821	7	False	-1	7	1	70	1	1	4	1	0	2.43	1.0	3.0	1.0
-5	8	7	False	20170819	8	False	1	0	1	0	2	19	2	0	-1	2.25	1.0	2.5	1.0
-5	7	8	False	20170818	8	True	1	4	1	40	1	18	1	1	0	2.25	1.0	2.5	1.0
10	8	8	True	20170817	7	True	1	-2	0	-20	1	15	1	1	0	2.57	0.67	3.0	0.0
15	8	7	True	20170816	6	False	0	-2	-1	-20	4	4	7	1	0	2.83	0.75	3.0	0.5
5	7	6	False	20170815	6	False	-1	5	1	50	3	3	6	1	0	2.83	0.75	3.0	0.5
0	6	6	False	20170814	6	False	-1	5	1	50	2	2	5	1	0	2.67	1.0	3.0	0.5
0	6	6	False	20170812	6	False	-1	7	1	70	1	1	4	1	0	2.67	1.0	2.5	0.5
-10	6	6	False	20170811	7	False	1	-2	1	-20	2	10	2	0	-1	2.57	0.67	3.0	1.0
-5	6	7	False	20170810	7	True	1	0	1	0	1	9	1	1	0	2.57	0.67	3.0	1.0
10	7	7	True	20170809	6	True	1	-10	-1	-100	1	4	1	1	0	2.83	0.75	3.0	1.0
15	7	6	True	20170808	5	False	-1	-2	-1	-20	1	1	21	1	0	3.2	0.8	3.0	1.0
-5	6	5	False	20170807	6	False	-1	4	0	40	2	2	15	0	-1	2.83	0.75	3.0	1.0
-5	5	6	False	20170805	6	False	-1	2	0	20	1	1	14	1	0	2.67	1.0	3.0	1.0
-10	6	6	False	20170804	7	False	0	-2	-1	-20	4	4	11	0	-1	2.43	1.0	2.0	1.0
-5	6	7	False	20170803	7	False	-1	5	-1	50	3	3	10	1	0	2.29	1.33	2.0	2.0
0	7	7	False	20170802	7	False	-1	2	-1	20	2	2	9	1	0	2.29	1.33	2.0	2.0
0	7	7	False	20170801	7	False	-1	-1	-1	-10	1	1	8	1	0	2.29	1.33	2.0	2.0
-10	7	7	False	20170731	8	False	-1	5	1	50	2	2	6	0	-1	2.25	1.0	2.0	1.0
-5	7	8	False	20170729	8	False	-1	5	1	50	1	1	5	1	0	2.25	1.0	2.0	1.0
-10	8	8	False	20170728	9	False	1	-1	1	-10	2	12	2	0	-1	2.22	0.0	2.0	0.0
-5	8	9	False	20170727	9	True	1	4	1	40	1	11	1	1	0	2.22	0.0	2.0	0.0
